X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
145.116327595,-38.051355741,54,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHELSEA POLICE STATION,OPERATIONAL,,CHELSEA,VICTORIA,3196,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.05135574099995,145.11632759500003,,,GAVIC423759061,314-315 STATION STREET,1,3196,CHELSEA,0,-38.05135573999996,145.11632759000008
145.056587225,-37.9647439569999,55,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHELTENHAM POLICE STATION,OPERATIONAL,,CHELTENHAM,VICTORIA,3192,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.96474395699994,145.05658722500004,,,GAVIC413906737,1222 NEPEAN HIGHWAY,1,3192,CHELTENHAM,0,-37.964743949999956,145.0565872300001
146.610571357,-36.148145238,56,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHILTERN POLICE STATION,OPERATIONAL,,CHILTERN,VICTORIA,3683,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.148145237999984,146.61057135700003,,POLICE STATION,GAVIC411109459,64 MAIN STREET,2,3683,CHILTERN,9,-36.14807204999994,146.61060908000002
146.417384035,-38.307728099,57,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHURCHILL POLICE STATION,OPERATIONAL,,CHURCHILL,VICTORIA,3842,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.307728098999974,146.41738403500005,,,GAVIC419833832,6 SWITCHBACK ROAD,1,3842,CHURCHILL,0,-38.30772809999996,146.41738404000012
145.120466725,-37.920137563,58,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLAYTON POLICE STATION,OPERATIONAL,,CLAYTON,VICTORIA,3168,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.92013756299997,145.12046672500003,,,GAVIC420618106,263 CLAYTON ROAD,2,3168,CLAYTON,0,-37.920136999999954,145.12046600000008
143.783628998,-37.295149506,59,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLUNES POLICE STATION,OPERATIONAL,,CLUNES,VICTORIA,3370,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.29514950599997,143.78362899800004,,,GAVIC424538376,2 HANNAH STREET,0,3370,CLUNES,0,-37.29514949999998,143.78362900000002
143.075561377,-38.3281915499999,60,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COBDEN POLICE STATION,OPERATIONAL,,COBDEN,VICTORIA,3266,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.32819154999993,143.0755613770001,,,GAVIC421792452,52 CURDIE STREET,1,3266,COBDEN,0,-38.32819154999993,143.07556138000007
145.650974382,-35.9203836309999,61,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COBRAM POLICE STATION,OPERATIONAL,,COBRAM,VICTORIA,3644,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.920383630999936,145.65097438200007,,COBRAM POLICE STATION,GAVIC719459592,36 WILLIAM STREET,2,3644,COBRAM,0,-35.92038362999995,145.6509743800001
144.221533548,-35.811344802,62,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COHUNA POLICE STATION,OPERATIONAL,,COHUNA,VICTORIA,3568,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.81134480199995,144.22153354800002,,,GAVIC419669583,25 MARKET STREET,2,3568,COHUNA,0,-35.81134479999997,144.22153355000012
141.693057849,-37.599860866,63,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COLERAINE POLICE STATION,OPERATIONAL,,COLERAINE,VICTORIA,3315,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.59986086599997,141.69305784900007,,,GAVIC420575831,63 MCLEOD STREET,2,3315,COLERAINE,0,-37.59986085999998,141.69305785000006
144.358233322,-38.0739016209999,64,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORIO POLICE STATION,OPERATIONAL,,CORIO,VICTORIA,3214,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.07390162099995,144.35823332200005,,,GAVIC420762816,121 BACCHUS MARSH ROAD,-1,3214,CORIO,30,-38.07363469999996,144.35822670000005
147.903941376,-36.1945137169999,65,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CORRYONG POLICE STATION,OPERATIONAL,,CORRYONG,VICTORIA,3707,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.19451371699995,147.90394137600003,,POLICE STATION,GAVIC421658906,19 JARDINE STREET,1,3707,CORRYONG,0,-36.19451370999997,147.9039413800001
145.235670895,-38.4500808069999,66,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COWES POLICE STATION,OPERATIONAL,,COWES,VICTORIA,3922,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.45008080699995,145.2356708950001,,,GAVIC421157777,92 CHAPEL STREET,2,3922,COWES,0,-38.450080809999974,145.23567090000006
144.933119453,-37.598345673,67,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRAIGIEBURN POLICE STATION,OPERATIONAL,,CRAIGIEBURN,VICTORIA,3064,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.59834567299998,144.93311945300002,,,GAVIC424059775,1 BELSAY PLACE,0,3064,CRAIGIEBURN,0,-37.59834565999995,144.93311945000005
145.283429475,-38.1133624239999,68,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRANBOURNE POLICE STATION,OPERATIONAL,,CRANBOURNE,VICTORIA,3977,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.113362423999945,145.28342947500005,,,GAVIC421833215,166-168 SLADEN STREET,0,3977,CRANBOURNE,0,-38.11336242999994,145.28342954000004
143.633645565,-38.031704036,69,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRESSY POLICE STATION,OPERATIONAL,,CRESSY,VICTORIA,3322,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.03170403599995,143.63364556500005,,,GAVIC423831399,8-10 LYONS STREET,1,3322,CRESSY,0,-38.031704039999966,143.6336455500001
143.892347242,-37.429898468,70,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRESWICK POLICE STATION,OPERATIONAL,,CRESWICK,VICTORIA,3363,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.429898467999976,143.89234724200003,,,GAVIC420574601,137 NAPIER STREET,2,3363,CRESWICK,0,-37.42989845999995,143.89234724000005
145.278498943,-37.799216572,71,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CROYDON POLICE STATION,OPERATIONAL,,CROYDON,VICTORIA,3136,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.79921657199998,145.27849894300005,,,GAVIC423806049,171-175 MT DANDENONG ROAD,2,3136,CROYDON,0,-37.799216559999934,145.2784991000001
143.106266859,-35.7174687909999,72,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CULGOA POLICE STATION,OPERATIONAL,,CULGOA,VICTORIA,3530,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-35.71746879099993,143.10626685900002,,,GAVIC411220501,19 MAIN STREET,0,3530,CULGOA,41,-35.717304369999965,143.10667769000008
145.217384915,-37.9902486089999,73,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DANDENONG POLICE STATION,OPERATIONAL,,DANDENONG,VICTORIA,3175,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.990248608999934,145.21738491500003,,,GAVIC420729820,34-50 LANGHORNE STREET,1,3175,DANDENONG,0,-37.99024859999997,145.21738491000008
144.14372539,-37.338020469,74,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DAYLESFORD POLICE STATION,OPERATIONAL,,DAYLESFORD,VICTORIA,3460,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.33802046899996,144.1437253900001,,,GAVIC411240971,12 VINCENT STREET,2,3460,DAYLESFORD,9,-37.338043839999955,144.14362669000002
147.017602821,-36.471627094,75,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DEDERANG POLICE STATION,OPERATIONAL,,DEDERANG,VICTORIA,3691,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.471627093999984,147.01760282100008,,POLICE STATION,GAVIC422161034,4396 KIEWA VALLEY HIGHWAY,1,3691,DEDERANG,1,-36.47162315999998,147.01761110000007
145.160594182,-37.674089669,76,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DIAMOND CREEK POLICE STATION,OPERATIONAL,,DIAMOND CREEK,VICTORIA,3089,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.674089668999954,145.16059418200007,,,GAVIC423641270,83 MAIN HURSTBRIDGE ROAD,1,3089,DIAMOND CREEK,28,-37.673839089999944,145.16062290000002
142.027881513,-36.456440078,77,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DIMBOOLA POLICE STATION,OPERATIONAL,,DIMBOOLA,VICTORIA,3414,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.45644007799996,142.027881513,,,GAVIC414329216,57 LLOYD STREET,1,3414,DIMBOOLA,0,-36.456440079999936,142.02788151000004
144.951254155,-37.8138074459999,78,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MELBOURNE WEST POLICE STATION,OPERATIONAL,,DOCKLANDS,VICTORIA,3008,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.81380744599994,144.95125415500002,,,GAVIC412734026,313 SPENCER STREET,1,3008,DOCKLANDS,22,-37.81363380999994,144.95136966000007
142.984066508,-36.3736569179999,79,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DONALD POLICE STATION,OPERATIONAL,,DONALD,VICTORIA,3480,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.37365691799994,142.98406650800007,,,GAVIC420356891,11 BYRNE STREET,2,3480,DONALD,8,-36.37360449999994,142.98400277000007
145.157831611,-37.7884236319999,80,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DONCASTER POLICE STATION,OPERATIONAL,,DONCASTER EAST,VICTORIA,3109,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.78842363199993,145.15783161100012,,,GAVIC413307904,979-981 DONCASTER ROAD,0,3109,DONCASTER EAST,0,-37.788423629999954,145.1578316
148.171310163,-37.4998714709999,81,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUCHAN POLICE STATION,OPERATIONAL,,BUCHAN,VICTORIA,3885,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.49987147099995,148.17131016300004,,,GAVIC420572417,39 MAIN ROAD,2,3885,BUCHAN,6,-37.49992206999997,148.1713193800001
143.884645577,-37.651557262,82,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUNINYONG POLICE STATION,OPERATIONAL,,BUNINYONG,VICTORIA,3357,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.65155726199998,143.88464557700001,,,GAVIC424555934,310 SCOTT STREET,0,3357,BUNINYONG,0,-37.65155725999995,143.8846455800001
145.71779978,-38.097515018,83,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUNYIP POLICE STATION,OPERATIONAL,,BUNYIP,VICTORIA,3815,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.09751501799997,145.71779978000006,,,GAVIC420331856,4 PEARSON STREET,2,3815,BUNYIP,0,-38.09751499999993,145.717799
145.098177791,-37.850883799,84,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BURWOOD POLICE STATION,OPERATIONAL,,BURWOOD,VICTORIA,3125,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.85088379899997,145.098177791,,,GAVIC421919922,64 BURWOOD HIGHWAY,1,3125,BURWOOD,0,-37.85088299999995,145.09817700000008
145.059226232,-37.833215372,85,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMBERWELL POLICE STATION,OPERATIONAL,,CAMBERWELL,VICTORIA,3124,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.833215371999984,145.05922623200001,,,GAVIC421326604,311-315 CAMBERWELL ROAD,1,3124,CAMBERWELL,0,-37.83321535999994,145.05922623000004
143.146095413,-38.230516697,86,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMPERDOWN POLICE STATION,OPERATIONAL,,CAMPERDOWN,VICTORIA,3260,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.230516696999985,143.146095413,,,GAVIC411041463,49 FERGUSSON STREET,1,3260,CAMPERDOWN,52,-38.23082279999994,143.14654183000005
149.152232761,-37.564728794,87,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CANN RIVER POLICE STATION,OPERATIONAL,,CANN RIVER,VICTORIA,3890,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.56472879399996,149.15223276100005,,CANN RIVER POLICE STATION,GAVIC420883497,6 MONARO HIGHWAY,2,3890,CANN RIVER,26,-37.56463489999993,149.15195926
144.741224086,-37.730720033,88,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAROLINE SPRINGS POLICE STATION,OPERATIONAL,,CAROLINE SPRINGS,VICTORIA,3023,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.730720032999955,144.7412240860001,,,GAVIC424060661,221-223 CAROLINE SPRINGS BOULEVARD,1,3023,CAROLINE SPRINGS,61,-37.73050084999994,144.74059310000007
145.685703746,-36.3304489019999,89,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DOOKIE POLICE STATION,OPERATIONAL,,DOOKIE,VICTORIA,3646,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-36.330448901999944,145.68570374600006,,,GAVIC414498166,26 QUEEN STREET,1,3646,DOOKIE,0,-36.330448899999965,145.68570375000002
144.961051622,-38.334731709,90,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DROMANA POLICE STATION,OPERATIONAL,,DROMANA,VICTORIA,3936,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.33473170899998,144.961051622,,,GAVIC421633042,321 POINT NEPEAN ROAD,2,3936,DROMANA,0,-38.33473169999996,144.96105161000003
145.849323796,-38.130212663,91,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DROUIN POLICE STATION,OPERATIONAL,,DROUIN,VICTORIA,3818,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.13021266299995,145.84932379600002,,,GAVIC423333412,184 PRINCES WAY,1,3818,DROUIN,0,-38.13021199999997,145.84932300000003
144.569764099,-38.17496926,92,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DRYSDALE POLICE STATION,OPERATIONAL,,DRYSDALE,VICTORIA,3222,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-38.174969259999955,144.56976409900005,,,GAVIC424355159,21-27 EVERSLEY STREET,1,3222,DRYSDALE,23,-38.17511037999998,144.56995899000003
142.345042606,-37.6499802,93,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DUNKELD POLICE STATION,OPERATIONAL,,DUNKELD,VICTORIA,3294,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,2018/05/15 00:00:00+00,,-37.64998019999996,142.3450426060001,,,GAVIC424543652,67-69 PARKER STREET,1,3294,DUNKELD,34,-37.650002049999955,142.34542140000008
